id,suhu,kelembapan,cahaya,hujan,created_at,servo_jemuran,servo_pintu,led,status_jemuran,status_pintu
26,26,70.8,1006,0,"2025-11-12 07:15:41",0,0,0,TERTUTUP,TERTUTUP
27,26,70.5,865,0,"2025-11-12 07:15:53",0,0,0,TERTUTUP,TERTUTUP
28,26,70.9,945,0,"2025-11-12 07:15:56",0,0,0,TERTUTUP,TERTUTUP
29,26,70.8,928,0,"2025-11-12 07:16:02",0,0,0,TERTUTUP,TERTUTUP
30,26,70.5,917,0,"2025-11-12 07:16:06",0,0,0,TERTUTUP,TERTUTUP
31,26,70.3,944,0,"2025-11-12 07:16:10",0,0,0,TERTUTUP,TERTUTUP
32,26,70.3,926,0,"2025-11-12 07:16:14",0,0,0,TERTUTUP,TERTUTUP
33,26.1,70.3,885,0,"2025-11-12 07:16:19",0,0,0,TERTUTUP,TERTUTUP
34,26.1,70.2,899,0,"2025-11-12 07:16:30",0,0,0,TERTUTUP,TERTUTUP
35,26.1,70.1,887,0,"2025-11-12 07:16:33",0,0,0,TERTUTUP,TERTUTUP
36,26.1,70,915,0,"2025-11-12 07:16:38",0,0,0,TERTUTUP,TERTUTUP
37,26.1,73,942,0,"2025-11-12 07:16:42",0,0,0,TERTUTUP,TERTUTUP
38,26.1,71.3,840,0,"2025-11-12 07:16:46",0,0,0,TERTUTUP,TERTUTUP
39,26.1,71,805,0,"2025-11-12 07:16:50",0,0,0,TERTUTUP,TERTUTUP
40,26.1,71.4,997,0,"2025-11-12 07:16:54",0,0,0,TERTUTUP,TERTUTUP
41,26.1,70.7,886,0,"2025-11-12 07:17:07",0,0,0,TERTUTUP,TERTUTUP
42,26.1,70.2,978,0,"2025-11-12 07:17:12",0,0,0,TERTUTUP,TERTUTUP
43,26.1,70.1,961,0,"2025-11-12 07:17:15",0,0,0,TERTUTUP,TERTUTUP
44,26.1,70.1,980,0,"2025-11-12 07:17:23",0,0,0,TERTUTUP,TERTUTUP
45,26.1,70,972,0,"2025-11-12 07:17:27",0,0,0,TERTUTUP,TERTUTUP
46,26.1,70,969,0,"2025-11-12 07:17:31",0,0,0,TERTUTUP,TERTUTUP
47,26.1,70,971,0,"2025-11-12 07:17:36",0,0,0,TERTUTUP,TERTUTUP
48,26.1,70,934,0,"2025-11-12 07:17:40",0,0,0,TERTUTUP,TERTUTUP
49,26.1,70,910,0,"2025-11-12 07:17:48",0,0,0,TERTUTUP,TERTUTUP
50,26.1,69.9,916,0,"2025-11-12 07:17:53",0,0,0,TERTUTUP,TERTUTUP
51,26.1,69.9,780,0,"2025-11-12 07:18:15",0,0,0,TERTUTUP,TERTUTUP
52,26.1,69.8,799,0,"2025-11-12 07:18:19",0,0,0,TERTUTUP,TERTUTUP
53,26.1,69.9,888,0,"2025-11-12 07:18:27",0,0,0,TERTUTUP,TERTUTUP
54,26.1,69.9,883,0,"2025-11-12 07:18:35",0,0,0,TERTUTUP,TERTUTUP
55,26.1,69.8,890,0,"2025-11-12 07:18:42",0,0,0,TERTUTUP,TERTUTUP
56,26.1,69.7,887,0,"2025-11-12 07:18:47",0,0,0,TERTUTUP,TERTUTUP
57,26.1,69.8,884,0,"2025-11-12 07:18:55",0,0,0,TERTUTUP,TERTUTUP
58,26.8,77.1,975,4095,"2025-11-21 11:01:23",0,0,0,TERBUKA,TERTUTUP
59,26.8,77,984,4095,"2025-11-21 11:01:27",0,0,0,TERBUKA,TERTUTUP
60,26.8,77.3,978,4095,"2025-11-21 11:01:31",0,0,0,TERBUKA,TERTUTUP
61,26.9,77.2,974,4095,"2025-11-21 11:01:35",0,0,0,TERBUKA,TERTUTUP
62,26.9,77.5,972,4095,"2025-11-21 11:01:39",0,0,0,TERBUKA,TERTUTUP
63,26.9,77.1,964,4095,"2025-11-21 11:01:46",0,0,0,TERBUKA,TERTUTUP
64,26.9,76.7,996,4095,"2025-11-21 11:01:50",0,0,0,TERBUKA,TERTUTUP
65,26.9,76.7,977,4095,"2025-11-21 11:01:52",0,90,0,TERBUKA,TERBUKA
66,26.9,76.3,990,4095,"2025-11-21 11:01:54",0,90,0,TERBUKA,TERBUKA
67,26.9,76.7,987,4095,"2025-11-21 11:01:58",0,0,0,TERBUKA,TERTUTUP
68,26.9,76.7,970,4095,"2025-11-21 11:02:02",0,0,0,TERBUKA,TERTUTUP
69,26.9,76.5,992,4095,"2025-11-21 11:02:06",0,0,0,TERBUKA,TERTUTUP
70,26.9,76.6,1003,4095,"2025-11-21 11:02:10",0,0,0,TERBUKA,TERTUTUP
71,26.9,76.7,979,2427,"2025-11-21 11:02:16",0,0,0,TERBUKA,TERTUTUP
72,26.9,80.7,1002,3292,"2025-11-21 11:02:23",0,0,0,TERBUKA,TERTUTUP
73,26.9,77.5,993,3387,"2025-11-21 11:02:27",0,0,0,TERBUKA,TERTUTUP
74,26.9,77.1,984,2065,"2025-11-21 11:02:31",0,0,0,TERBUKA,TERTUTUP
75,26.9,76.7,982,2081,"2025-11-21 11:02:38",0,0,0,TERBUKA,TERTUTUP
76,26.9,77.8,942,970,"2025-11-21 11:03:08",180,0,0,TERTUTUP,TERTUTUP
77,27,77.3,941,1067,"2025-11-21 11:03:12",180,0,0,TERTUTUP,TERTUTUP
78,27,77.1,959,1098,"2025-11-21 11:03:17",180,0,0,TERTUTUP,TERTUTUP
79,27,76.7,941,1122,"2025-11-21 11:03:21",180,0,0,TERTUTUP,TERTUTUP
80,27,76.9,972,1145,"2025-11-21 11:03:26",180,0,0,TERTUTUP,TERTUTUP
81,27,76.9,919,1179,"2025-11-21 11:03:29",180,90,0,TERTUTUP,TERBUKA
82,27,76.4,952,1182,"2025-11-21 11:03:30",180,90,0,TERTUTUP,TERBUKA
83,27,76.7,949,1247,"2025-11-21 11:03:33",180,0,0,TERTUTUP,TERTUTUP
84,27,76.6,955,1203,"2025-11-21 11:03:40",180,0,0,TERTUTUP,TERTUTUP
85,27,76.4,939,1197,"2025-11-21 11:03:44",180,0,0,TERTUTUP,TERTUTUP
86,27,76.4,944,1166,"2025-11-21 11:03:48",180,0,0,TERTUTUP,TERTUTUP
87,27,76.4,941,1138,"2025-11-21 11:04:00",180,0,0,TERTUTUP,TERTUTUP
88,27,76.5,921,1227,"2025-11-21 11:04:04",180,0,0,TERTUTUP,TERTUTUP
89,27,76.5,929,1317,"2025-11-21 11:04:08",180,0,0,TERTUTUP,TERTUTUP
90,27,76.4,934,1311,"2025-11-21 11:04:12",180,0,0,TERTUTUP,TERTUTUP
91,27,76.4,938,1362,"2025-11-21 11:04:16",180,0,0,TERTUTUP,TERTUTUP
92,27,76.5,943,1315,"2025-11-21 11:04:20",180,0,0,TERTUTUP,TERTUTUP
93,27,76.6,930,1360,"2025-11-21 11:04:25",180,0,0,TERTUTUP,TERTUTUP
94,26.9,76.6,919,1328,"2025-11-21 11:04:29",180,0,0,TERTUTUP,TERTUTUP
95,27,76.7,929,1348,"2025-11-21 11:04:33",180,0,0,TERTUTUP,TERTUTUP
96,27,76.6,923,1369,"2025-11-21 11:04:36",180,0,0,TERTUTUP,TERTUTUP
97,27,76.8,923,1347,"2025-11-21 11:04:41",180,0,0,TERTUTUP,TERTUTUP
98,27,76.5,915,1376,"2025-11-21 11:04:45",180,0,0,TERTUTUP,TERTUTUP
99,27,76.7,927,1411,"2025-11-21 11:04:48",180,0,0,TERTUTUP,TERTUTUP
100,27,76.6,912,1398,"2025-11-21 11:04:52",180,0,0,TERTUTUP,TERTUTUP
101,27,76.4,897,1362,"2025-11-21 11:04:56",180,0,0,TERTUTUP,TERTUTUP
102,27,76.2,887,1425,"2025-11-21 11:05:00",180,0,0,TERTUTUP,TERTUTUP
103,27,76.3,900,1456,"2025-11-21 11:05:04",180,0,0,TERTUTUP,TERTUTUP
104,27,76.5,873,1392,"2025-11-21 11:05:08",180,0,0,TERTUTUP,TERTUTUP
105,27,76.5,873,1419,"2025-11-21 11:05:11",180,0,0,TERTUTUP,TERTUTUP
106,27,76.4,844,1378,"2025-11-21 11:05:16",180,0,0,TERTUTUP,TERTUTUP
107,27,76.4,842,1414,"2025-11-21 11:05:20",180,0,0,TERTUTUP,TERTUTUP
108,27,76.5,835,1454,"2025-11-21 11:05:25",180,0,0,TERTUTUP,TERTUTUP
109,27,76.1,819,1411,"2025-11-21 11:05:29",180,0,0,TERTUTUP,TERTUTUP
110,27,76.3,800,1407,"2025-11-21 11:05:33",180,0,0,TERTUTUP,TERTUTUP
111,27,76.6,821,1424,"2025-11-21 11:05:37",180,0,0,TERTUTUP,TERTUTUP
112,27,76.5,811,1441,"2025-11-21 11:05:41",180,0,0,TERTUTUP,TERTUTUP
113,27,76.5,811,1408,"2025-11-21 11:05:45",180,0,0,TERTUTUP,TERTUTUP
114,27,76.4,810,1446,"2025-11-21 11:05:50",180,0,0,TERTUTUP,TERTUTUP
115,27,76,830,1434,"2025-11-21 11:05:54",180,0,0,TERTUTUP,TERTUTUP
116,27,76.1,807,1419,"2025-11-21 11:06:03",180,0,0,TERTUTUP,TERTUTUP
117,27,76.3,768,1467,"2025-11-21 11:06:07",180,0,0,TERTUTUP,TERTUTUP
118,27,76.4,778,1465,"2025-11-21 11:06:11",180,0,0,TERTUTUP,TERTUTUP
119,27,76.4,819,1456,"2025-11-21 11:06:16",180,0,0,TERTUTUP,TERTUTUP
120,27,76.4,796,1486,"2025-11-21 11:06:19",180,0,0,TERTUTUP,TERTUTUP
121,27,76.4,801,1492,"2025-11-21 11:06:24",180,0,0,TERTUTUP,TERTUTUP
122,26.9,76.2,777,1447,"2025-11-21 11:06:29",180,0,0,TERTUTUP,TERTUTUP
123,26.9,76.2,789,1469,"2025-11-21 11:06:33",180,0,0,TERTUTUP,TERTUTUP
124,26.9,76.3,784,1506,"2025-11-21 11:06:38",180,0,0,TERTUTUP,TERTUTUP
125,27,76.5,786,1513,"2025-11-21 11:06:43",180,0,0,TERTUTUP,TERTUTUP
126,27,76.4,758,1494,"2025-11-21 11:06:46",180,0,0,TERTUTUP,TERTUTUP
127,26.9,76.4,752,1520,"2025-11-21 11:06:52",180,0,0,TERTUTUP,TERTUTUP
128,27,76.3,754,1535,"2025-11-21 11:07:04",180,0,0,TERTUTUP,TERTUTUP
129,26.9,76.7,768,1557,"2025-11-21 11:07:16",180,0,0,TERTUTUP,TERTUTUP
130,26.9,76.5,762,1535,"2025-11-21 11:07:25",180,0,0,TERTUTUP,TERTUTUP
131,26.9,76.2,746,1563,"2025-11-21 11:07:32",180,0,0,TERTUTUP,TERTUTUP
132,26.9,76.7,758,1573,"2025-11-21 11:07:35",180,0,0,TERTUTUP,TERTUTUP
133,26.9,76.6,763,1584,"2025-11-21 11:07:40",180,0,0,TERTUTUP,TERTUTUP
134,26.9,76.7,741,1597,"2025-11-21 11:07:49",180,0,0,TERTUTUP,TERTUTUP
135,26.9,76.4,804,1829,"2025-11-21 11:09:11",180,0,0,TERTUTUP,TERTUTUP
136,26.9,76.5,2155,1908,"2025-11-21 11:09:16",180,0,1,TERTUTUP,TERTUTUP
137,26.9,76.3,824,1935,"2025-11-21 11:09:21",180,0,0,TERTUTUP,TERTUTUP
138,26.9,76.3,826,1985,"2025-11-21 11:09:27",180,0,0,TERTUTUP,TERTUTUP
139,26.9,76,833,2003,"2025-11-21 11:09:32",0,0,0,TERBUKA,TERTUTUP
140,26.9,76.2,821,2090,"2025-11-21 11:09:37",0,0,0,TERBUKA,TERTUTUP
141,26.9,76.4,843,2026,"2025-11-21 11:09:43",0,0,0,TERBUKA,TERTUTUP
142,26.9,76.1,853,2096,"2025-11-21 11:09:49",0,0,0,TERBUKA,TERTUTUP
143,26.9,76.3,845,1200,"2025-11-21 11:09:53",180,0,0,TERTUTUP,TERTUTUP
144,26.9,76.4,839,1354,"2025-11-21 11:09:59",180,0,0,TERTUTUP,TERTUTUP
145,26.9,76.5,850,1334,"2025-11-21 11:10:05",180,0,0,TERTUTUP,TERTUTUP
146,26.9,76.4,828,905,"2025-11-21 11:10:10",180,0,0,TERTUTUP,TERTUTUP
147,27,76.1,835,1071,"2025-11-21 11:10:16",180,0,0,TERTUTUP,TERTUTUP
148,27,76.4,832,1475,"2025-11-21 11:10:38",180,0,0,TERTUTUP,TERTUTUP
149,27,76.3,817,4095,"2025-11-21 11:10:48",0,0,0,TERBUKA,TERTUTUP
150,27,75.8,822,4095,"2025-11-21 11:10:56",0,0,0,TERBUKA,TERTUTUP
151,27,75.4,812,4095,"2025-11-21 11:11:02",0,0,0,TERBUKA,TERTUTUP
152,27,75.7,2292,4095,"2025-11-21 11:11:07",0,0,1,TERBUKA,TERTUTUP
153,27,75.9,801,4095,"2025-11-21 11:11:12",0,0,0,TERBUKA,TERTUTUP
154,27,75.5,797,4095,"2025-11-21 11:11:17",0,0,0,TERBUKA,TERTUTUP
155,27,75.6,827,4095,"2025-11-21 11:11:20",0,90,0,TERBUKA,TERBUKA
156,27,75.7,846,4095,"2025-11-21 11:11:24",0,90,0,TERBUKA,TERBUKA
157,27,75.9,858,608,"2025-11-21 11:11:29",180,0,0,TERTUTUP,TERTUTUP
158,27,75.7,846,709,"2025-11-21 11:11:37",180,0,0,TERTUTUP,TERTUTUP
159,27,76.1,844,1085,"2025-11-21 11:11:41",180,0,0,TERTUTUP,TERTUTUP
160,27,76.4,848,1191,"2025-11-21 11:11:47",180,0,0,TERTUTUP,TERTUTUP
161,27,76.3,2326,1211,"2025-11-21 11:12:03",180,0,1,TERTUTUP,TERTUTUP
162,27,76.5,2397,1235,"2025-11-21 11:12:08",180,0,1,TERTUTUP,TERTUTUP
163,27,76.3,846,1290,"2025-11-21 11:12:18",180,0,0,TERTUTUP,TERTUTUP
164,27,76.1,855,1297,"2025-11-21 11:12:25",180,0,0,TERTUTUP,TERTUTUP
165,27,76.3,873,1357,"2025-11-21 11:12:30",180,0,0,TERTUTUP,TERTUTUP
166,27,76.3,862,1377,"2025-11-21 11:12:37",180,90,0,TERTUTUP,TERBUKA
167,27,76.3,862,1377,"2025-11-21 11:12:39",180,0,0,TERTUTUP,TERTUTUP
168,27,76,853,1398,"2025-11-21 11:12:49",180,0,0,TERTUTUP,TERTUTUP
169,27,76.3,809,1498,"2025-11-21 11:12:58",180,0,0,TERTUTUP,TERTUTUP
170,27,76.1,850,1453,"2025-11-21 11:13:04",180,0,0,TERTUTUP,TERTUTUP
171,27,76.1,852,1461,"2025-11-21 11:13:15",180,0,0,TERTUTUP,TERTUTUP
172,27,75.4,740,1505,"2025-11-21 11:13:30",180,0,0,TERTUTUP,TERTUTUP
173,27.1,75.1,764,1591,"2025-11-21 11:13:43",180,0,0,TERTUTUP,TERTUTUP
174,27.1,75.6,635,1535,"2025-11-21 11:13:49",180,0,0,TERTUTUP,TERTUTUP
175,27.1,75.6,636,1574,"2025-11-21 11:13:58",180,0,0,TERTUTUP,TERTUTUP
176,27,75.6,627,1680,"2025-11-21 11:14:03",180,0,0,TERTUTUP,TERTUTUP
177,27.1,75.7,601,1723,"2025-11-21 11:14:15",180,0,0,TERTUTUP,TERTUTUP
178,27,75.5,626,1864,"2025-11-21 11:14:24",180,0,0,TERTUTUP,TERTUTUP
179,27,75.5,618,1936,"2025-11-21 11:14:41",180,0,0,TERTUTUP,TERTUTUP
180,27,75.4,620,1899,"2025-11-21 11:14:41",180,0,0,TERTUTUP,TERTUTUP
181,27,76.2,623,2400,"2025-11-21 11:15:05",0,0,0,TERBUKA,TERTUTUP
182,27,76,722,2620,"2025-11-21 11:15:25",0,0,0,TERBUKA,TERTUTUP
183,27,76.4,708,2624,"2025-11-21 11:15:33",0,0,0,TERBUKA,TERTUTUP
184,27,76.4,702,2768,"2025-11-21 11:15:41",0,0,0,TERBUKA,TERTUTUP
185,27,76.7,729,2869,"2025-11-21 11:15:45",0,0,0,TERBUKA,TERTUTUP
186,27,76.4,719,2883,"2025-11-21 11:15:50",0,0,0,TERBUKA,TERTUTUP
187,27,76.3,719,2934,"2025-11-21 11:15:56",0,0,0,TERBUKA,TERTUTUP
188,27.1,76.1,717,3088,"2025-11-21 11:16:05",0,0,0,TERBUKA,TERTUTUP
189,27.1,90.3,702,3117,"2025-11-21 11:16:11",0,0,0,TERBUKA,TERTUTUP
190,27.2,100,719,3248,"2025-11-21 11:16:18",0,0,0,TERBUKA,TERTUTUP
191,27.4,95.9,719,3248,"2025-11-21 11:16:24",0,0,0,TERBUKA,TERTUTUP
192,27.5,83.8,702,3287,"2025-11-21 11:16:29",0,0,0,TERBUKA,TERTUTUP
193,27.5,80,712,3402,"2025-11-21 11:16:34",0,0,0,TERBUKA,TERTUTUP
194,27.6,78.4,2101,3437,"2025-11-21 11:16:40",0,0,1,TERBUKA,TERTUTUP
195,27.6,77.5,674,3550,"2025-11-21 11:16:49",0,0,0,TERBUKA,TERTUTUP
196,27.6,77.3,719,3623,"2025-11-21 11:16:50",0,90,0,TERBUKA,TERBUKA
197,27.7,78,707,3599,"2025-11-21 11:16:56",0,90,0,TERBUKA,TERBUKA
198,27.6,75.9,719,3929,"2025-11-21 11:17:00",0,0,0,TERBUKA,TERTUTUP
199,27.6,76.2,722,3963,"2025-11-21 11:17:04",0,0,0,TERBUKA,TERTUTUP
200,27.6,75.7,715,4047,"2025-11-21 11:17:09",0,0,0,TERBUKA,TERTUTUP
201,27.7,75.9,704,3921,"2025-11-21 11:17:13",0,0,0,TERBUKA,TERTUTUP
202,27.7,76,717,4048,"2025-11-21 11:17:18",0,0,0,TERBUKA,TERTUTUP
203,27.6,75.9,717,4095,"2025-11-21 11:17:25",0,0,0,TERBUKA,TERTUTUP
204,27.6,75.9,725,4095,"2025-11-21 11:17:29",0,0,0,TERBUKA,TERTUTUP
205,27.6,75.5,707,4095,"2025-11-21 11:17:34",0,0,0,TERBUKA,TERTUTUP
206,27.6,75.4,732,4095,"2025-11-21 11:17:42",0,0,0,TERBUKA,TERTUTUP
207,27.6,75.4,727,4095,"2025-11-21 11:17:46",0,0,0,TERBUKA,TERTUTUP
208,27.6,75.4,742,4095,"2025-11-21 11:17:50",0,0,0,TERBUKA,TERTUTUP
209,27.6,75.3,759,4095,"2025-11-21 11:17:55",0,0,0,TERBUKA,TERTUTUP
210,27.6,75.5,764,4095,"2025-11-21 11:18:00",0,0,0,TERBUKA,TERTUTUP
211,27.5,75.1,2082,4095,"2025-11-21 11:18:04",0,0,1,TERBUKA,TERTUTUP
212,27.5,74.8,733,4095,"2025-11-21 11:18:09",0,0,0,TERBUKA,TERTUTUP
213,27.5,75.4,747,4095,"2025-11-21 11:18:17",0,0,0,TERBUKA,TERTUTUP
214,27.5,75.3,762,4095,"2025-11-21 11:18:22",0,0,0,TERBUKA,TERTUTUP
215,27.5,75.5,793,4095,"2025-11-21 11:18:26",0,0,0,TERBUKA,TERTUTUP
216,27.5,75.5,820,4095,"2025-11-21 11:18:31",0,0,0,TERBUKA,TERTUTUP
217,27.4,75.3,801,4095,"2025-11-21 11:18:36",0,0,0,TERBUKA,TERTUTUP
218,27.4,75.1,796,4095,"2025-11-21 11:18:43",0,0,0,TERBUKA,TERTUTUP
219,27.4,75.4,802,4095,"2025-11-21 11:18:48",0,0,0,TERBUKA,TERTUTUP
220,27.2,76.8,851,4095,"2025-11-21 11:20:42",0,0,0,TERBUKA,TERTUTUP
221,27.2,77.1,872,4095,"2025-11-21 11:20:43",0,0,0,TERBUKA,TERTUTUP
222,27.3,77.1,856,4095,"2025-11-21 11:20:48",0,0,0,TERBUKA,TERTUTUP
223,27.3,77.3,872,4095,"2025-11-21 11:20:52",0,0,0,TERBUKA,TERTUTUP
224,27.3,77.4,866,4095,"2025-11-21 11:20:57",0,0,0,TERBUKA,TERTUTUP
225,27.3,77.4,881,4095,"2025-11-21 11:21:04",0,0,0,TERBUKA,TERTUTUP
226,27.3,77.2,875,4095,"2025-11-21 11:21:08",0,0,0,TERBUKA,TERTUTUP
227,27.3,76.8,882,4095,"2025-11-21 11:21:12",0,0,0,TERBUKA,TERTUTUP
228,27.3,76.9,855,4095,"2025-11-21 11:21:20",0,0,0,TERBUKA,TERTUTUP
229,27.3,77.1,784,4095,"2025-11-21 11:21:26",0,0,0,TERBUKA,TERTUTUP
230,27.3,77.1,792,4095,"2025-11-21 11:21:32",0,0,0,TERBUKA,TERTUTUP
231,27.3,76.7,777,4095,"2025-11-21 11:21:37",0,0,0,TERBUKA,TERTUTUP
232,27.3,76.2,768,4095,"2025-11-21 11:21:45",0,0,0,TERBUKA,TERTUTUP
233,27.2,76.1,2192,4095,"2025-11-21 11:21:48",0,0,1,TERBUKA,TERTUTUP
234,27.2,76.3,811,4095,"2025-11-21 11:21:53",0,0,0,TERBUKA,TERTUTUP
235,27.2,76.6,770,4095,"2025-11-21 11:22:02",0,0,0,TERBUKA,TERTUTUP
236,27.2,76.9,780,4095,"2025-11-21 11:22:09",0,0,0,TERBUKA,TERTUTUP
237,27.2,77.7,778,4095,"2025-11-21 11:22:23",0,0,0,TERBUKA,TERTUTUP
238,27.3,77.7,782,4095,"2025-11-21 11:22:29",0,0,0,TERBUKA,TERTUTUP
239,27.3,77.9,789,4095,"2025-11-21 11:22:36",0,0,0,TERBUKA,TERTUTUP
240,27.3,78.1,780,4095,"2025-11-21 11:22:43",0,0,0,TERBUKA,TERTUTUP
241,27.3,78.2,799,4095,"2025-11-21 11:22:48",0,0,0,TERBUKA,TERTUTUP
242,27.3,78,791,4095,"2025-11-21 11:22:53",0,0,0,TERBUKA,TERTUTUP
243,27.3,78.2,791,4095,"2025-11-21 11:22:58",0,0,0,TERBUKA,TERTUTUP
244,27.3,78.3,774,4095,"2025-11-21 11:23:06",0,0,0,TERBUKA,TERTUTUP
245,27.3,78.3,821,4095,"2025-11-21 11:23:12",0,90,0,TERBUKA,TERBUKA
246,27.2,79.1,816,4095,"2025-11-21 11:24:08",0,0,0,TERBUKA,TERTUTUP
247,27.2,79.3,843,4095,"2025-11-21 11:24:12",0,0,0,TERBUKA,TERTUTUP
248,27.2,79,766,4095,"2025-11-21 11:24:16",0,0,0,TERBUKA,TERTUTUP
249,27.2,78.8,841,4095,"2025-11-21 11:24:23",0,0,0,TERBUKA,TERTUTUP
250,27.2,78.6,2210,4095,"2025-11-21 11:24:38",0,0,1,TERBUKA,TERTUTUP
251,27.2,78.8,810,4095,"2025-11-21 11:24:46",0,0,0,TERBUKA,TERTUTUP
252,27.2,79.1,778,4095,"2025-11-21 11:24:54",0,0,0,TERBUKA,TERTUTUP
253,27.2,79.3,816,4095,"2025-11-21 11:25:06",0,0,0,TERBUKA,TERTUTUP
254,27.2,79.5,893,4095,"2025-11-21 11:25:23",0,0,0,TERBUKA,TERTUTUP
255,27.2,80,861,4095,"2025-11-21 11:25:31",0,0,0,TERBUKA,TERTUTUP
256,27.2,80,937,4095,"2025-11-21 11:25:37",0,0,0,TERBUKA,TERTUTUP
257,27.2,80.1,956,4095,"2025-11-21 11:26:01",0,0,0,TERBUKA,TERTUTUP
258,27.2,79.8,936,4095,"2025-11-21 11:26:11",0,0,0,TERBUKA,TERTUTUP
259,27.2,80.3,952,4095,"2025-11-21 11:26:16",0,0,0,TERBUKA,TERTUTUP
260,27.2,80.1,999,4095,"2025-11-21 11:26:22",0,0,0,TERBUKA,TERTUTUP
261,27.3,79.5,2821,4095,"2025-11-21 11:26:27",0,0,1,TERBUKA,TERTUTUP
262,27.3,79.5,894,4095,"2025-11-21 11:26:31",0,0,0,TERBUKA,TERTUTUP
263,27.3,79.3,928,4095,"2025-11-21 11:26:35",0,90,0,TERBUKA,TERBUKA
264,27.3,79.3,928,4095,"2025-11-21 11:26:37",0,90,0,TERBUKA,TERBUKA
265,27.3,79.1,941,4095,"2025-11-21 11:26:46",0,0,0,TERBUKA,TERTUTUP
266,27.3,80,901,4095,"2025-11-21 11:26:51",0,0,0,TERBUKA,TERTUTUP
267,27.3,80.1,924,4095,"2025-11-21 11:26:55",0,0,0,TERBUKA,TERTUTUP
268,27.3,79.9,948,4095,"2025-11-21 11:26:59",0,0,0,TERBUKA,TERTUTUP
269,27.3,80,948,4095,"2025-11-21 11:27:04",0,0,0,TERBUKA,TERTUTUP
270,27.3,79.3,982,4095,"2025-11-21 11:27:08",0,0,0,TERBUKA,TERTUTUP
271,27.4,79.5,937,4095,"2025-11-21 11:27:16",0,0,0,TERBUKA,TERTUTUP
272,27.4,79.5,965,4095,"2025-11-21 11:27:21",0,0,0,TERBUKA,TERTUTUP
273,27.4,79.6,917,4095,"2025-11-21 11:27:25",0,0,0,TERBUKA,TERTUTUP
274,27.4,79.7,928,4095,"2025-11-21 11:27:29",0,0,0,TERBUKA,TERTUTUP
275,27.4,79.8,946,4095,"2025-11-21 11:27:35",0,0,0,TERBUKA,TERTUTUP
276,27.4,79.4,955,4095,"2025-11-21 11:27:39",0,0,0,TERBUKA,TERTUTUP
277,27.4,79.4,941,4095,"2025-11-21 11:27:44",0,0,0,TERBUKA,TERTUTUP
278,27.4,79.5,959,4095,"2025-11-21 11:27:50",0,0,0,TERBUKA,TERTUTUP
279,27.4,79.7,938,4095,"2025-11-21 11:27:59",0,0,0,TERBUKA,TERTUTUP
280,27.4,79.8,962,4095,"2025-11-21 11:28:06",0,0,0,TERBUKA,TERTUTUP
281,27.4,79.6,950,4095,"2025-11-21 11:28:13",0,0,0,TERBUKA,TERTUTUP
